true_values,predictions,errors
19410.5,19402.847473241905,7.652526758094609
19424.5,19420.923983360095,3.576016639904992
19420.5,19427.365441349495,-6.865441349495086
19393.0,19423.91867820955,-30.918678209549398
19388.0,19396.415294713603,-8.415294713602634
19413.0,19393.08482639325,19.915173606750614
19408.0,19415.46174554624,-7.461745546239399
19416.5,19409.40783380352,7.092166196478502
19403.5,19417.09896180162,-13.598961801621044
19291.0,19405.322308205363,-114.32230820536279
19193.5,19294.46346824168,-100.96346824167995
19224.5,19203.664468391748,20.835531608252495
19229.5,19223.58155490485,5.918445095150673
19255.0,19226.38171185655,28.618288143450627
19273.5,19247.81544036835,25.68455963164888
19283.5,19265.880048814757,17.619951185242826
19323.0,19274.936970659553,48.06302934044652
19326.5,19316.0459678425,10.454032157500478
19281.5,19323.859431002693,-42.35943100269287
19305.0,19279.903192288282,25.0968077117177
19267.5,19306.22504816864,-38.72504816863875
19308.5,19267.05017000087,41.44982999912827
19350.5,19308.360196358557,42.139803641442995
19334.5,19346.38213835777,-11.8821383577706
19323.5,19329.35346556336,-5.85346556335935
19322.5,19320.779718715756,1.7202812842442654
19354.5,19320.970611027973,33.529388972026936
19364.5,19347.398436781372,17.101563218628144
19410.5,19358.12825257644,52.37174742356001
19388.5,19399.156348422977,-10.656348422977317
19375.5,19380.59637909378,-5.096379093778523
19355.0,19372.546617465236,-17.546617465235613
19304.0,19352.2819384127,-48.281938412699674
19322.0,19302.442856746384,19.557143253616232
19360.0,19322.38988718975,37.61011281024912
19265.0,19356.79028920322,-91.79028920322162
19253.5,19262.662505614717,-9.162505614716792
19277.5,19259.186795321144,18.313204678855982
19282.0,19279.099025793723,2.9009742062771693
19248.0,19284.017648955392,-36.01764895539236
19266.0,19248.06416558051,17.935834419491584
19245.5,19267.120317937333,-21.62031793733331
19184.5,19247.8363609624,-63.33636096239934
19214.5,19175.434297605807,39.06570239419307
19137.5,19217.40209476047,-79.90209476046948
19192.0,19138.26801352606,53.731986473940196
19200.0,19191.169980263992,8.83001973600767
19227.0,19197.241114789398,29.758885210601875
19313.5,19229.6625448374,83.83745516260024
19277.0,19308.284298535178,-31.284298535178095
19269.0,19272.584670528282,-3.584670528282004
19248.0,19265.810612112087,-17.810612112087256
19215.0,19249.11650988968,-34.116509889681765
19222.5,19214.531940898505,7.968059101494873
19215.0,19223.496938419306,-8.496938419306389
19209.0,19215.98778868372,-6.987788683720282
19209.5,19209.700054461657,-0.20005446165669127
19235.5,19211.69621329083,23.8037867091698
19236.0,19234.685141096277,1.3148589037227794
19222.5,19234.82843039546,-12.3284303954606
19241.5,19222.00609171255,19.49390828745163
19256.5,19240.83207704171,15.667922958291456
19245.0,19254.069186543602,-9.069186543601973
19224.0,19243.672583026088,-19.672583026087523
19238.0,19226.097075393216,11.902924606783927
19090.5,19242.099460188372,-151.59946018837218
19157.0,19088.780777365537,68.21922263446322
19123.0,19163.27603980238,-40.276039802378364
19126.0,19125.836669664302,0.16333033569753752
19165.0,19131.23859523378,33.76140476622095
19177.5,19163.432711826856,14.067288173144334
19152.5,19176.650512922864,-24.150512922864436
19122.5,19152.137224312693,-29.637224312693434
18983.5,19124.62970692689,-141.12970692689123
19032.5,18978.370332047616,54.1296679523839
19041.0,19034.878550146008,6.12144985399209
19042.5,19041.269896044698,1.2301039553021837
19044.0,19036.232283194822,7.76771680517777
19056.0,19038.19578314169,17.80421685830879
18999.5,19050.754188598203,-51.254188598202745
19029.5,18987.86109654008,41.638903459919675
18988.0,19022.578977857596,-34.57897785759633
19022.0,18980.12510977659,41.87489022341106
19040.0,19014.26838320567,25.731616794331785
19054.0,19034.355979289136,19.644020710864424
19065.5,19046.822685479336,18.677314520664368
19059.5,19058.98313554031,0.5168644596888043
19031.5,19054.66437335103,-23.16437335102819
19042.0,19028.52790286728,13.472097132718773
19075.5,19040.846871326397,34.65312867360262
19028.0,19068.35697869325,-40.3569786932494
19025.5,19023.160784317,2.3392156830013846
19038.5,19025.186357847433,13.3136421525669
19063.0,19035.9349139739,27.0650860261012
19060.5,19057.415272249524,3.084727750476304
19036.0,19055.769744661637,-19.76974466163665
19032.5,19035.021891505185,-2.5218915051846125
19031.0,19036.173705966023,-5.1737059660226805
19047.5,19033.92784311321,13.572156886788434
19087.5,19048.604213798255,38.89578620174507
19051.5,19084.059500725398,-32.55950072539781
19049.5,19050.354443963293,-0.8544439632933063
19081.0,19056.202022601305,24.797977398695366
19082.5,19082.35221444044,0.14778555955854245
19077.5,19083.31551757596,-5.815517575960257
19122.0,19079.53759573546,42.462404264540965
19111.5,19119.26868828967,-7.768688289670536
19123.0,19112.105058587742,10.89494141225805
19103.5,19125.70947877277,-22.209478772769216
19097.0,19107.19937257274,-10.199372572740685
19079.0,19104.308252127754,-25.308252127753804
19047.5,19086.49543095885,-38.99543095885019
19058.0,19056.89948388976,1.100516110240278
19074.0,19067.1759849628,6.824015037200297
19087.0,19078.87158738883,8.12841261117137
19077.5,19087.642399594613,-10.14239959461338
19085.5,19078.973418698482,6.526581301517581
19099.5,19089.00752213746,10.49247786253909
19103.5,19101.676431396456,1.8235686035441177
19094.0,19105.005575827185,-11.005575827184657
19150.0,19097.194916839424,52.80508316057603
19184.5,19145.4705707489,39.02942925109892
19235.5,19177.808848514327,57.69115148567289
19171.0,19228.90899959778,-57.908999597781076
19140.0,19170.788788074602,-30.788788074602053
19130.0,19147.49033362114,-17.490333621139143
19113.5,19140.442991875516,-26.942991875515872
19093.5,19119.216941881263,-25.716941881262755
18987.0,19095.58354733494,-108.5835473349398
19033.5,18992.751510132966,40.74848986703364
19007.0,19027.34350914827,-20.34350914827155
19064.0,19007.052786817087,56.9472131829134
19026.5,19059.419554500346,-32.91955450034584
19098.0,19024.09542584971,73.90457415028868
19101.0,19092.820418011583,8.17958198841734
19144.0,19099.510054313803,44.489945686196734
19132.5,19142.62403421996,-10.124034219959867
19123.0,19132.502706488693,-9.502706488692638
19101.5,19119.66760372741,-18.167603727408277
19166.0,19101.912463703167,64.0875362968327
19144.0,19163.331487079206,-19.331487079205544
19125.0,19140.69972479911,-15.69972479910939
19120.5,19123.995392263267,-3.4953922632666945
19105.0,19120.54425088423,-15.544250884231587
19117.0,19105.072475832152,11.927524167847878
19064.0,19117.132873937084,-53.13287393708379
19074.0,19060.379776869788,13.620223130212253
19027.0,19073.03701195339,-46.0370119533909
18965.0,19028.44086525558,-63.44086525557941
18962.5,18964.856337621823,-2.356337621822604
19010.5,18965.98535860928,44.5146413907205
19014.5,19009.553592990793,4.946407009207178
18989.5,19013.209477428434,-23.709477428434184
19009.0,18988.349566683104,20.650433316895942
19029.0,19010.789229242626,18.21077075737412
19047.0,19031.063340856614,15.93665914338635
19010.5,19045.84354396057,-35.34354396057097
19034.5,19012.657967520627,21.8420324793733
19009.0,19039.245955934788,-30.24595593478807
19016.5,19014.11146721563,2.388532784370909
19005.5,19020.602460583017,-15.102460583017091
19026.0,19011.0745597992,14.92544020080095
19032.5,19029.61185749615,2.8881425038489397
19040.0,19034.99225730146,5.007742698540824
19034.5,19040.736617413768,-6.236617413767817
19035.0,19035.132315226463,-0.13231522646310623
19016.0,19036.206661062515,-20.206661062515195
19038.5,19018.873629368914,19.626370631085592
19052.5,19039.40403867437,13.095961325630924
19062.0,19054.1638273133,7.836172686700593
19078.5,19057.783582274362,20.716417725638166
19091.0,19075.45030747519,15.54969252481169
19085.0,19089.16997412616,-4.169974126158195
19067.0,19087.7275953006,-20.727595300599205
19046.0,19075.124083821982,-29.124083821981912
19038.0,19058.2330078084,-20.233007808401453
19055.0,19050.61412907779,4.385870922211325
19044.5,19064.433892206525,-19.933892206525343
19062.5,19052.16569371863,10.334306281369209
19038.5,19066.832330210946,-28.332330210945656
19058.0,19045.598933098147,12.401066901853483
19071.5,19065.324976823078,6.175023176921968
19065.0,19075.036049601607,-10.036049601607374
19044.5,19068.709622640567,-24.209622640566522
19043.5,19051.03152360044,-7.531523600438959
19090.0,19052.708501060366,37.29149893963404
19091.5,19089.394301589506,2.1056984104943695
19097.0,19089.26686911056,7.733130889439053
19088.0,19095.46191771854,-7.461917718541372
19082.0,19089.56311871507,-7.563118715068413
19075.5,19086.767117285333,-11.26711728533337
19101.0,19082.166263875137,18.833736124863208
19109.5,19104.13328840581,5.366711594189837
19110.0,19110.319238132524,-0.3192381325243332
19139.0,19110.913042312255,28.08695768774487
19164.0,19137.872184180957,26.127815819043462
19144.0,19161.96095891746,-17.96095891746154
19132.0,19145.982258406115,-13.982258406114852
19096.5,19137.135562242107,-40.63556224210697
19097.0,19104.544140174792,-7.544140174792119
19108.0,19104.811217418744,3.1887825812555093
19092.5,19113.717666269702,-21.217666269702022
19127.5,19096.038093758954,31.461906241045654
19120.0,19127.94604985354,-7.946049853540899
19141.0,19120.026157017648,20.973842982351925
19146.5,19139.675523157402,6.824476842597505
19183.5,19144.75822525722,38.741774742778944
19174.5,19182.064889107492,-7.56488910749249
19160.5,19174.229326286495,-13.729326286495052
19160.0,19164.662819861558,-4.662819861558091
19135.5,19166.065048448294,-30.565048448293965
19131.5,19143.024927684975,-11.52492768497541
19145.0,19140.637886198718,4.3621138012822485
19143.5,19151.311406520595,-7.811406520595483
19157.0,19147.22873697457,9.771263025428198
19129.5,19159.849429928454,-30.3494299284539
19108.0,19133.819086787607,-25.819086787607375
19115.0,19115.87723068293,-0.8772306829305307
19103.5,19122.71697427809,-19.216974278089765
19121.0,19109.160195494576,11.839804505423672
19070.5,19118.899974498225,-48.399974498224765
19065.5,19076.890021693325,-11.390021693325252
19066.5,19073.650257676552,-7.150257676552428
19133.0,19074.08791160929,58.91208839070896
19107.0,19127.118348387816,-20.118348387815786
19084.0,19103.598690964645,-19.598690964645357
19096.0,19085.781812078574,10.218187921425852
19072.5,19096.70647837078,-24.206478370779223
19086.5,19077.077938991453,9.422061008546734
19099.0,19089.94804454804,9.051955451959657
19113.0,19100.510107617753,12.48989238224749
19107.5,19112.026635426817,-4.526635426816938
19134.0,19105.645328710874,28.35467128912569
19116.0,19129.603690316697,-13.603690316696884
19100.5,19112.18458010144,-11.684580101438769
19094.0,19101.015660739817,-7.015660739816667
19095.5,19096.129294836308,-0.6292948363079631
19101.0,19098.0482353016,2.9517646983986197
19103.5,19100.654056744705,2.845943255295424
19080.0,19101.83992944266,-21.839929442659923
19085.5,19083.94370488664,1.556295113361557
19142.0,19091.641168681104,50.35883131889568
19137.0,19133.62747342862,3.372526571380149
19134.5,19126.5140232668,7.985976733198186
19103.0,19129.233720806675,-26.233720806674683
19112.0,19106.81392609006,5.186073909939296
19118.5,19120.427100080826,-1.9271000808257668
19144.5,19125.15210901828,19.34789098172041
19129.5,19145.610385384636,-16.110385384636174
19134.5,19130.897316322873,3.602683677127061
19125.5,19139.663916291203,-14.16391629120335
19135.0,19132.101055527015,2.898944472985022
19165.5,19141.811638741612,23.688361258387886
19177.0,19166.251772837273,10.748227162726835
19156.0,19175.99488431363,-19.994884313629882
19169.5,19157.88793524217,11.612064757828193
19166.0,19173.246904620984,-7.246904620984424
19187.5,19170.773299091958,16.726700908042403
19169.5,19189.99962128747,-20.49962128746847
19160.5,19172.51902844169,-12.019028441689443
19145.5,19165.76248827111,-20.26248827110976
19152.5,19153.204626342373,-0.7046263423726487
19150.0,19160.22742098341,-10.227420983410411
19145.5,19156.48448660684,-10.984486606841529
19148.0,19152.37419175814,-4.3741917581392045
19134.0,19154.48705071362,-20.487050713618373
19149.5,19140.901907859858,8.598092140142398
19136.0,19155.57980074882,-19.579800748819252
19138.5,19142.979239785935,-4.479239785934624
19135.0,19144.322535014653,-9.322535014653113
19128.5,19140.679390403566,-12.179390403565776
19091.0,19135.205044879473,-44.20504487947255
19099.0,19101.29221877095,-2.2922187709482387
19074.0,19108.782704693473,-34.782704693472624
19051.0,19082.064755469954,-31.064755469953525
19065.5,19057.774762285375,7.725237714625109
19079.5,19063.968010216246,15.531989783754398
19095.5,19078.015230242123,17.484769757877075
19097.0,19093.43894510907,3.5610548909317004
19089.5,19096.01082559319,-6.510825593188201
19083.0,19090.297585500233,-7.297585500233254
19072.0,19085.6660554893,-13.666055489298742
19082.5,19075.98407098968,6.515929010318359
19079.0,19085.804739478233,-6.804739478233387
19085.5,19083.634584582505,1.8654154174946598
19078.0,19088.111540475868,-10.111540475867514
19069.5,19078.082259216444,-8.582259216444072
19100.0,19072.850538806044,27.149461193956085
19083.0,19099.3796851799,-16.37968517990157
19085.0,19082.543037567164,2.456962432836008
19073.0,19085.808283247952,-12.808283247952204
19048.0,19076.083051334273,-28.083051334273478
19055.5,19057.878313357716,-2.3783133577162516
19020.5,19062.07922374935,-41.57922374935151
19049.0,19026.180640553473,22.819359446526505
18994.5,19050.900410137852,-56.400410137852305
19005.5,18995.05825132972,10.441748670280504
18976.5,19009.842980651287,-33.34298065128678
19001.0,18979.599466121002,21.40053387899752
19010.0,19001.385220669014,8.614779330986494
19009.0,19010.697724128968,-1.6977241289678204
19028.0,19010.23312461409,17.76687538591068
19002.0,19027.951722110898,-25.951722110898118
19005.0,19003.1450866149,1.8549133851010993
18985.0,19009.11493560436,-24.114935604360653
